Sigla_uf,Nome_municipio,Entidade_executora,Cod_ibge,Cnpj,Valor_per_capita,Aut_repasse_delegacao_rede,Prev_ed_infantil,Desc_ed_infantil,Vl_pagar_ed_infantil,Prev_ens_fundamental,Desc_ens_fundamental,Vl_pagar_ens_fundamental,Prev_ens_medio,Desc_ens_medio,Vl_pagar_ens_medio,Data_arquivo
AC,ACRELâNDIA,PREF MUN DE ACRELANDIA,1200013,84306737000127,180.18,Não,"6666,66",0,"6666,66","116756,64",0,"116756,64",0,0,0,2025-09-01
AC,ASSIS BRASIL,PREF MUN DE ASSIS BRASIL,1200054,04045993000179,180.89,Não,"3075,13",0,"3075,13","22611,25",0,"22611,25",0,0,0,2025-09-01
AC,BRASILéIA,PREF MUN DE BRASILEIA,1200104,04508933000145,179.68,Não,"6288,8",0,"6288,8","99183,36",0,"99183,36",0,0,0,2025-09-01
AC,BUJARI,PREF MUN DE BUJARI,1200138,84306620000143,181.15,Não,"11050,15",0,"11050,15","77351,05",0,"77351,05",0,0,0,2025-09-01
AC,CAPIXABA,PREF MUN DE CAPIXABA,1200179,84306604000150,179.22,Não,"30108,96",0,"30108,96","137640,96",0,"137640,96",0,0,0,2025-09-01
AC,CRUZEIRO DO SUL,PREF MUN DE CRUZEIRO DO SUL,1200203,04012548000102,182.28,Não,"38461,08",0,"38461,08","257561,64",0,"257561,64",0,0,0,2025-09-01
AC,EPITACIOLâNDIA,PREF MUN DE EPITACIOLANDIA,1200252,84306588000104,179.22,Não,"15233,7",0,"15233,7","79932,12",0,"79932,12",0,0,0,2025-09-01
AC,FEIJó,PREF MUN DE FEIJO,1200302,04005179000120,195.14,Não,"23221,66",0,"23221,66","268317,5",0,"268317,5",0,0,0,2025-09-01
AC,JORDãO,PREF MUN DE JORDAO,1200328,84306497000160,191.52,Não,"8618,4",0,"8618,4","210863,52",0,"210863,52",0,0,0,2025-09-01
AC,MâNCIO LIMA,PREF MUN DE MANCIO LIMA,1200336,04059671000189,182.99,Não,"12077,34",0,"12077,34","92592,94",0,"92592,94",0,0,0,2025-09-01
AC,MANOEL URBANO,PREF MUN DE MANOEL URBANO,1200344,04051207000146,193.16,Não,"1352,12",0,"1352,12",101409,0,101409,0,0,0,2025-09-01
AC,MARECHAL THAUMATURGO,PREF MUN DE MARECHAL THAUMATURGO,1200351,84306463000176,191.52,Não,"41559,84",0,"41559,84","566133,12",0,"566133,12",0,0,0,2025-09-01
AC,PLáCIDO DE CASTRO,PREF MUN DE PLACIDO DE CASTRO,1200385,04076733000160,179.17,Não,"29563,05",0,"29563,05","99976,86",0,"99976,86",0,0,0,2025-09-01
AC,PORTO ACRE,PREF MUN DE PORTO ACRE,1200807,84306661000130,181.19,Não,"41854,89",0,"41854,89","142234,15",0,"142234,15",0,0,0,2025-09-01
AC,PORTO WALTER,PREF MUN DE PORTO WALTER,1200393,63603625000168,191.52,Não,"3830,4",0,"3830,4","181560,96",0,"181560,96",0,0,0,2025-09-01
AC,RIO BRANCO,PREF MUN DE RIO BRANCO,1200401,04034583000122,180.98,Não,"25699,16",0,"25699,16","163243,96",0,"163243,96",0,0,0,2025-09-01
AC,RODRIGUES ALVES,PREF MUN DE RODRIGUES ALVES,1200427,84306455000120,181.44,Não,"8890,56",0,"8890,56","40461,12",0,"40461,12",0,0,0,2025-09-01
AC,SANTA ROSA DO PURUS,PREF MUN DE SANTA ROSA DO PURUS,1200435,84306521000161,191.52,Não,"383,04",0,"383,04","40793,76",0,"40793,76",0,0,0,2025-09-01
AC,SENA MADUREIRA,PREF MUN DE SENA MADUREIRA,1200500,04513362000137,191.52,Não,"12257,28",0,"12257,28","178305,12",0,"178305,12",0,0,0,2025-09-01
AC,SENADOR GUIOMARD,PREF MUN DE SENADOR GUIOMARD,1200450,04077251000125,179.64,Não,"47245,32",0,"47245,32","54610,56",0,"54610,56",0,0,0,2025-09-01
AC,TARAUACá,PREF MUN DE TARAUACA,1200609,34693564000179,191.52,Não,"11874,24",0,"11874,24","401425,92","24887,61","376538,31",0,0,0,2025-09-01
AC,XAPURI,PREF MUN DE XAPURI,1200708,04018560000124,181.72,Não,"6905,36",0,"6905,36","29802,08",0,"29802,08",0,0,0,2025-09-01
AL,ÁGUA BRANCA,PREF MUN DE AGUA BRANCA,2700102,12350153000148,147.68,Não,"12552,8",0,"12552,8","239832,32",0,"239832,32",0,0,0,2025-09-01
AL,ANADIA,PREF MUN DE ANADIA,2700201,12227351000119,147.68,Não,14768,0,14768,"122722,08",0,"122722,08",0,0,0,2025-09-01
AL,ARAPIRACA,PREF MUN DE ARAPIRACA,2700300,12198693000158,147.68,Não,"85211,36",0,"85211,36","536521,44",0,"536521,44",0,0,0,2025-09-01
AL,ATALAIA,PREF MUN DE ATALAIA,2700409,12200143000126,147.68,Não,"26287,04",0,"26287,04","250317,6",0,"250317,6",0,0,0,2025-09-01
AL,BARRA DE SANTO ANTôNIO,PREF MUN DE BARRA DE SANTO ANTONIO,2700508,12262713000102,148.8,Não,"8481,6",0,"8481,6","46574,4",0,"46574,4",0,0,0,2025-09-01
AL,BARRA DE SãO MIGUEL,PREF MUN DE BARRA DE SAO MIGUEL,2700607,12263869000108,149.08,Não,"1788,96",0,"1788,96","23405,56",0,"23405,56",0,0,0,2025-09-01
AL,BATALHA,PREF MUN DE BATALHA,2700706,12250056000183,150.47,Não,"9780,55",0,"9780,55","84714,61",0,"84714,61",0,0,0,2025-09-01
AL,BELéM,PREF MUN DE BELEM,2700805,12227641000162,151.67,Não,"8038,51",0,"8038,51","77200,03",0,"77200,03",0,0,0,2025-09-01
AL,BELO MONTE,PREF MUN DE BELO MONTE,2700904,12250163000101,152.33,Não,"17974,94",0,"17974,94","112571,87",0,"112571,87",0,0,0,2025-09-01
AL,BOCA DA MATA,PREF MUN DE BOCA DA MATA,2701001,12264396000163,153.26,Não,"34330,24",0,"34330,24","106515,7","70317,95","36197,75",0,0,0,2025-09-01
AL,BRANQUINHA,PREF MUN DE BRANQUINHA,2701100,12332995000177,153.26,Não,7663,0,7663,"56859,46",0,"56859,46",0,0,0,2025-09-01
AL,CACIMBINHAS,PREF MUN DE CACIMBINHAS,2701209,12227971000158,153.26,Não,"15785,78",0,"15785,78","102071,16",0,"102071,16",0,0,0,2025-09-01
AL,CAJUEIRO,PREF MUN DE CAJUEIRO,2701308,12333738000150,153.26,Não,"2452,16",0,"2452,16","39387,82",0,"39387,82",0,0,0,2025-09-01
AL,CAMPESTRE,PREF MUN DE CAMPESTRE,2701357,01631604000107,154.06,Não,"924,36",0,"924,36","15251,94",0,"15251,94",0,0,0,2025-09-01
AL,CAMPO ALEGRE,PREF MUN DE CAMPO ALEGRE,2701407,12264628000183,154.19,Não,"31300,57",0,"31300,57","143242,51",0,"143242,51",0,0,0,2025-09-01
AL,CAMPO GRANDE,PREF MUN DE CAMPO GRANDE,2701506,12198701000166,154.19,Não,"770,95",0,"770,95","65530,75",0,"65530,75",0,0,0,2025-09-01
AL,CANAPI,PREF MUN DE CANAPI,2701605,12367892000142,154.19,Não,"30529,62",0,"30529,62","193508,45",0,"193508,45",0,0,0,2025-09-01
AL,CAPELA,PREF MUN DE CAPELA,2701704,12333753000106,154.34,Não,"9569,08",0,"9569,08","77015,66",0,"77015,66",0,0,0,2025-09-01
AL,CARNEIROS,PREF MUN DE CARNEIROS,2701803,12250684000169,154.38,Não,"16055,52",0,"16055,52","116248,14",0,"116248,14",0,0,0,2025-09-01
AL,CHã PRETA,PREF MUN DE CHA PRETA,2701902,12334629000157,154.38,Não,"3241,98",0,"3241,98","55422,42",0,"55422,42",0,0,0,2025-09-01
AL,COITé DO NóIA,PREF MUN DE COITE DO NOIA,2702009,12198719000168,154.66,Não,"13764,74",0,"13764,74","156979,9",0,"156979,9",0,0,0,2025-09-01
AL,COLôNIA LEOPOLDINA,PREF MUN DE COLONIA LEOPOLDINA,2702108,12332987000120,155.12,Não,"12409,6",0,"12409,6","157446,8",0,"157446,8",0,0,0,2025-09-01
AL,COQUEIRO SECO,PREF MUN DE COQUEIRO SECO,2702207,12200325000105,155.35,Não,"1398,15",0,"1398,15","12738,7",0,"12738,7",0,0,0,2025-09-01
AL,CORURIPE,PREF MUN DE CORURIPE,2702306,12264230000147,156.05,Não,"75216,1",0,"75216,1","590961,35",0,"590961,35",0,0,0,2025-09-01
AL,CRAíBAS,PREF MUN DE CRAIBAS,2702355,08439549000199,156.05,Não,"46346,85",0,"46346,85",321463,0,321463,0,0,0,2025-09-01
AL,DELMIRO GOUVEIA,PREF MUN DE DELMIRO GOUVEIA,2702405,12224895000127,156.44,Não,"17990,6",0,"17990,6","156909,32","34037,34","122871,98",0,0,0,2025-09-01
AL,DOIS RIACHOS,PREF MUN DE DOIS RIACHOS,2702504,12250908000132,156.6,Não,"6107,4",0,"6107,4",81432,0,81432,0,0,0,2025-09-01
AL,ESTRELA DE ALAGOAS,PREF MUN DE ESTRELA DE ALAGOAS,2702553,24176307000106,156.73,Não,"34950,79",0,"34950,79","254216,06",0,"254216,06",0,0,0,2025-09-01
AL,FEIRA GRANDE,PREF MUN DE FEIRA GRANDE,2702603,12207528000115,156.74,Não,"20689,68",0,"20689,68","426959,76",0,"426959,76",0,0,0,2025-09-01
AL,FELIZ DESERTO,PREF MUN DE FELIZ DESERTO,2702702,12242020000158,156.97,Não,"2982,43",0,"2982,43","28725,51",0,"28725,51",0,0,0,2025-09-01
AL,FLEXEIRAS,PREF MUN DE FLEXEIRAS,2702801,12262721000159,156.97,Não,"15853,97",0,"15853,97","139389,36",0,"139389,36",0,0,0,2025-09-01
AL,GIRAU DO PONCIANO,PREF MUN DE GIRAU DO PONCIANO,2702900,12207536000161,157.04,Não,"59204,08",0,"59204,08","528596,64",0,"528596,64",0,0,0,2025-09-01
AL,IBATEGUARA,PREF MUN DE IBATEGUARA,2703007,12332961000182,157.42,Não,"3935,5",0,"3935,5","69107,38",0,"69107,38",0,0,0,2025-09-01
AL,IGACI,PREF MUN DE IGACI,2703106,12228375000192,157.44,Não,"54316,8",0,"54316,8","377068,8",0,"377068,8",0,0,0,2025-09-01
AL,IGREJA NOVA,PREF MUN DE IGREJA NOVA,2703205,12242350000143,157.44,Não,"45185,28",0,"45185,28","373290,24",0,"373290,24",0,0,0,2025-09-01
AL,INHAPI,PREF MUN DE INHAPI,2703304,12226197000160,157.72,Não,"24919,76",0,"24919,76","194311,04",0,"194311,04",0,0,0,2025-09-01
AL,JACARé DOS HOMENS,PREF MUN DE JACARE DOS HOMENS,2703403,12250999000106,157.72,Não,"6939,68",0,"6939,68","71289,44",0,"71289,44",0,0,0,2025-09-01
AL,JACUíPE,PREF MUN DE JACUIPE,2703502,12247755000174,157.72,Não,"6624,24",0,"6624,24","49839,52",0,"49839,52",0,0,0,2025-09-01
AL,JAPARATINGA,PREF MUN DE JAPARATINGA,2703601,12247946000136,158.04,Não,"9008,28",0,"9008,28","95140,08",0,"95140,08",0,0,0,2025-09-01
AL,JARAMATAIA,PREF MUN DE JARAMATAIA,2703700,12207544000108,158.04,Não,"3792,96",0,"3792,96","52785,36","1514,84","51270,52",0,0,0,2025-09-01
AL,JEQUIá DA PRAIA,PREF MUN DE JEQUIA DA PRAIA,2703759,02917132000108,158.83,Não,"11435,76",0,"11435,76","122457,93","921,84","121536,09",0,0,0,2025-09-01
AL,JOAQUIM GOMES,PREF MUN DE JOAQUIM GOMES,2703809,12262739000150,158.83,Não,"6512,03",0,"6512,03","84338,73",0,"84338,73",0,0,0,2025-09-01
AL,JUNDIá,PREF MUN DE JUNDIA,2703908,12248100000110,158.83,Não,"4923,73",0,"4923,73","44631,23",0,"44631,23",0,0,0,2025-09-01
AL,JUNQUEIRO,PREF MUN DE JUNQUEIRO,2704005,12265468000197,158.83,Não,"31607,17",0,"31607,17","256510,45",0,"256510,45",0,0,0,2025-09-01
AL,LAGOA DA CANOA,PREF MUN DE LAGOA DA CANOA,2704104,12207551000100,158.83,Não,"11912,25",0,"11912,25","149141,37",0,"149141,37",0,0,0,2025-09-01
AL,LIMOEIRO DE ANADIA,PREF MUN DE LIMOEIRO DE ANADIA,2704203,12207403000195,158.83,Não,"64326,15",0,"64326,15","525250,81",0,"525250,81",0,0,0,2025-09-01
AL,MACEIó,PREF MUN DE MACEIO,2704302,12200135000180,158.83,Não,"1111,81",0,"1111,81","8735,65",0,"8735,65",0,0,0,2025-09-01
AL,MAJOR ISIDORO,PREF MUN DE MAJOR ISIDORO,2704401,12228904000158,158.83,Não,"23983,33",0,"23983,33","201872,93",0,"201872,93",0,0,0,2025-09-01
AL,MAR VERMELHO,PREF MUN DE MAR VERMELHO,2704906,12333761000144,158.83,Não,"7306,18",0,"7306,18","53843,37",0,"53843,37",0,0,0,2025-09-01
AL,MARAGOGI,PREF MUN DE MARAGOGI,2704500,12248522000196,158.83,Não,"12706,4",0,"12706,4","152794,46",0,"152794,46",0,0,0,2025-09-01
AL,MARAVILHA,PREF MUN DE MARAVILHA,2704609,12251286000167,158.83,Não,"7465,01",0,"7465,01","94821,51",0,"94821,51",0,0,0,2025-09-01
AL,MARECHAL DEODORO,PREF MUN DE MARECHAL DEODORO,2704708,12200275000158,158.83,Não,"49554,96",0,"49554,96","464418,92",0,"464418,92",0,0,0,2025-09-01
AL,MARIBONDO,PREF MUN DE MARIBONDO,2704807,12236873000187,158.83,Não,"4923,73",0,"4923,73","47172,51",0,"47172,51",0,0,0,2025-09-01
AL,MATA GRANDE,PREF MUN DE MATA GRANDE,2705002,12226205000179,158.83,Não,"14453,53",0,"14453,53","194090,26",0,"194090,26",0,0,0,2025-09-01
AL,MATRIZ DE CAMARAGIBE,PREF MUN DE MATRIZ DE CAMARAGIBE,2705101,12342663000173,158.83,Não,"12865,23",0,"12865,23","89897,78",0,"89897,78",0,0,0,2025-09-01
AL,MESSIAS,PREF MUN DE MESSIAS,2705200,12200283000102,158.83,Não,"8259,16",0,"8259,16","69885,2",0,"69885,2",0,0,0,2025-09-01
AL,MINADOR DO NEGRãO,PREF MUN DE MINADOR DO NEGRAO,2705309,12237038000161,158.83,Não,"11276,93",0,"11276,93","80526,81",0,"80526,81",0,0,0,2025-09-01
AL,MONTEIRóPOLIS,PREF MUN DE MONTEIROPOLIS,2705408,12251450000136,158.83,Não,"4129,58",0,"4129,58","77191,38",0,"77191,38",0,0,0,2025-09-01
AL,MURICI,PREF MUN DE MURICI,2705507,12332953000136,158.83,Não,"4288,41",0,"4288,41","66073,28",0,"66073,28",0,0,0,2025-09-01
AL,NOVO LINO,PREF MUN DE NOVO LINO,2705606,12248878000120,158.83,Não,"12547,57",0,"12547,57","95774,49",0,"95774,49",0,0,0,2025-09-01
AL,OLHO D'ÁGUA DAS FLORES,PREF MUN DE OLHO DAGUA DAS FLORES,2705705,12251468000138,158.83,Não,"20647,9",0,"20647,9","138340,93",0,"138340,93",0,0,0,2025-09-01
AL,OLHO D'ÁGUA DO CASADO,PREF MUN DE OLHO DAGUA DO CASADO,2705804,12350146000146,158.83,Não,15883,0,15883,"104351,31",0,"104351,31",0,0,0,2025-09-01
AL,OLHO D'ÁGUA GRANDE,PREF MUN DE OLHO DAGUA GRANDE,2705903,12207411000131,158.99,Não,"3974,75",0,"3974,75","78700,05","1001,34","77698,71",0,0,0,2025-09-01
AL,OLIVENçA,PREF MUN DE OLIVENCA,2706000,12257762000157,159.23,Não,"28979,86",0,"28979,86","221648,16",0,"221648,16",0,0,0,2025-09-01
AL,OURO BRANCO,PREF MUN DE OURO BRANCO,2706109,12258141000198,159.46,Não,"11800,04",0,"11800,04","116724,72",0,"116724,72",0,0,0,2025-09-01
AL,PALESTINA,PREF MUN DE PALESTINA,2706208,12369872000100,159.95,Não,"1919,4",0,"1919,4","21113,4",0,"21113,4",0,0,0,2025-09-01
AL,PALMEIRA DOS ÍNDIOS,PREF MUN DE PALMEIRA DOS INDIOS,2706307,12356879000198,160.69,Não,"66043,59",0,"66043,59","593588,86",0,"593588,86",0,0,0,2025-09-01
AL,PãO DE AçúCAR,PREF MUN DE PAO DE ACUCAR,2706406,12369880000157,160.69,Não,32138,0,32138,"266263,33",0,"266263,33",0,0,0,2025-09-01
AL,PARICONHA,PREF MUN DE PARICONHA,2706422,35634435000172,161.32,Não,"7098,08",0,"7098,08","87596,76",0,"87596,76",0,0,0,2025-09-01
AL,PARIPUEIRA,PREF MUN DE PARIPUEIRA,2706448,35561471000153,161.4,Não,1614,0,1614,84735,0,84735,0,0,0,2025-09-01
AL,PASSO DE CAMARAGIBE,PREF MUN DE PASSO DE CAMARAGIBE,2706505,12342655000127,161.63,Não,"3717,49",0,"3717,49","51236,71",0,"51236,71",0,0,0,2025-09-01
AL,PAULO JACINTO,PREF MUN DE PAULO JACINTO,2706604,12335030000138,162.43,Não,"1949,16",0,"1949,16","20628,61",0,"20628,61",0,0,0,2025-09-01
AL,PENEDO,PREF MUN DE PENEDO,2706703,12243697000100,163.18,Não,"49117,18",0,"49117,18","234326,48",0,"234326,48",0,0,0,2025-09-01
AL,PIAçABUçU,PREF MUN DE PIACABUCU,2706802,12247268000101,163.28,Não,"3755,44",0,"3755,44","80660,32","40980,89","39679,43",0,0,0,2025-09-01
AL,PILAR,PREF MUN DE PILAR,2706901,12200150000128,164.41,Não,"2959,38",0,"2959,38","48007,72",0,"48007,72",0,0,0,2025-09-01
AL,PINDOBA,PREF MUN DE PINDOBA,2707008,12335436000110,164.41,Não,"3945,84",0,"3945,84","23181,81",0,"23181,81",0,0,0,2025-09-01
AL,PIRANHAS,PREF MUN DE PIRANHAS,2707107,12225546000120,164.41,Não,"24168,27",0,"24168,27","178878,08",0,"178878,08",0,0,0,2025-09-01
AL,POçO DAS TRINCHEIRAS,PREF MUN DE POCO DAS TRINCHEIRAS,2707206,12259040000131,164.41,Não,"33539,64",0,"33539,64","248587,92",0,"248587,92",0,0,0,2025-09-01
AL,PORTO CALVO,PREF MUN DE PORTO CALVO,2707305,12366720000154,164.41,Não,"8878,14",0,"8878,14","110976,75",0,"110976,75",0,0,0,2025-09-01
AL,PORTO DE PEDRAS,PREF MUN DE PORTO DE PEDRAS,2707404,08629446000191,164.41,Não,"20551,25",0,"20551,25","170493,17",0,"170493,17",0,0,0,2025-09-01
AL,PORTO REAL DO COLéGIO,PREF MUN DE PORTO REAL DO COLEGIO,2707503,12207429000133,164.41,Não,"8549,32",0,"8549,32","121170,17",0,"121170,17",0,0,0,2025-09-01
AL,QUEBRANGULO,PREF MUN DE QUEBRANGULO,2707602,12241675000101,164.41,Não,"11837,52",0,"11837,52","122485,45",0,"122485,45",0,0,0,2025-09-01
AL,RIO LARGO,PREF MUN DE RIO LARGO,2707701,12200168000120,164.41,Não,"1150,87",0,"1150,87","64119,9","33501,53","30618,37",0,0,0,2025-09-01
AL,ROTEIRO,PREF MUN DE ROTEIRO,2707800,12264248000149,164.41,Não,"2466,15",0,"2466,15","25976,78","19306,04","6670,74",0,0,0,2025-09-01
AL,SANTA LUZIA DO NORTE,PREF MUN DE SANTA LUZIA DO NORTE,2707909,12200317000150,164.41,Não,"328,82",0,"328,82","12330,75","1661,82","10668,93",0,0,0,2025-09-01
AL,SANTANA DO IPANEMA,PREF MUN DE SANTANA DO IPANEMA,2708006,12250916000189,164.41,Não,"46199,21",0,"46199,21","372388,65",0,"372388,65",0,0,0,2025-09-01
AL,SANTANA DO MUNDAú,PREF MUN DE SANTANA DO MUNDAU,2708105,12332979000184,164.41,Não,"2137,33",0,"2137,33","93549,29","6864,06","86685,23",0,0,0,2025-09-01
AL,SãO BRáS,PREF MUN DE SAO BRAS,2708204,12207437000180,164.41,Não,0,0,0,"26305,6",0,"26305,6",0,0,0,2025-09-01
AL,SãO JOSé DA LAJE,PREF MUN DE SAO JOSE DA LAJE,2708303,12330916000199,164.41,Não,"4274,66",0,"4274,66","81054,13",0,"81054,13",0,0,0,2025-09-01
AL,SãO JOSé DA TAPERA,PREF MUN DE SAO JOSE DA TAPERA,2708402,12261228000114,164.41,Não,"73491,27",0,"73491,27","485338,32",0,"485338,32",0,0,0,2025-09-01
AL,SãO LUíS DO QUITUNDE,PREF MUN DE SAO LUIS DO QUITUNDE,2708501,12342671000110,164.41,Não,"7234,04",0,"7234,04","249245,56",0,"249245,56",0,0,0,2025-09-01
AL,SãO MIGUEL DOS CAMPOS,PREF MUN DE SAO MIGUEL DOS CAMPOS,2708600,12264222000109,164.41,Não,"16769,82",0,"16769,82","124129,55",0,"124129,55",0,0,0,2025-09-01
AL,SãO MIGUEL DOS MILAGRES,PREF MUN DE SAO MIGUEL DOS MILAGRES,2708709,12364881000109,164.41,Não,"19893,61",0,"19893,61","149777,51",0,"149777,51",0,0,0,2025-09-01
AL,SãO SEBASTIãO,PREF MUN DE SAO SEBASTIAO,2708808,12247631000199,164.41,Não,"36170,2",0,"36170,2","415299,66",0,"415299,66",0,0,0,2025-09-01
AL,SATUBA,PREF MUN DE SATUBA,2708907,12200333000143,164.41,Não,"6905,22",0,"6905,22","133172,1",0,"133172,1",0,0,0,2025-09-01
AL,SENADOR RUI PALMEIRA,PREF MUN DE SENADOR RUI PALMEIRA,2708956,12421137000107,164.41,Não,"39293,99",0,"39293,99","257959,29",0,"257959,29",0,0,0,2025-09-01
AL,TANQUE D'ARCA,PREF MUN DE TANQUE DARCA,2709004,12241865000129,164.41,Não,"7727,27",0,"7727,27","66914,87",0,"66914,87",0,0,0,2025-09-01
AL,TAQUARANA,PREF MUN DE TAQUARANA,2709103,12207445000126,164.41,Não,"37485,48",0,"37485,48","298897,38","22918,2","275979,18",0,0,0,2025-09-01
AL,TEOTôNIO VILELA,PREF MUN DE TEOTONIO VILELA,2709152,12842829000110,164.41,Não,"15290,13",0,"15290,13","122321,04",0,"122321,04",0,0,0,2025-09-01
AL,TRAIPU,PREF MUN DE TRAIPU,2709202,12207452000128,164.41,Não,0,0,0,"143694,34",0,"143694,34",0,0,0,2025-09-01
AL,UNIãO DOS PALMARES,PREF MUN DE UNIAO DOS PALMARES,2709301,12332946000134,164.62,Não,"35064,06",0,"35064,06","273433,82",0,"273433,82",0,0,0,2025-09-01
AL,VIçOSA,PREF MUN DE VICOSA,2709400,12333746000104,164.68,Não,"9551,44",0,"9551,44","137672,48",0,"137672,48",0,0,0,2025-09-01
AM,ALVARãES,PREF MUN DE ALVARAES,1300029,04628335000100,182.48,Não,"9488,96",0,"9488,96","118064,56",0,"118064,56",0,0,0,2025-09-01
AM,AMATURá,PREF MUN DE AMATURA,1300060,04628723000190,180.94,Não,"5971,02",0,"5971,02","46139,7",0,"46139,7",0,0,0,2025-09-01
AM,ANAMã,PREF MUN DE ANAMA,1300086,04628020000162,170.58,Não,"5629,14",0,"5629,14","60897,06","34938,81","25958,25",0,0,0,2025-09-01
AM,ANORI,PREF MUN DE ANORI,1300102,04262762000117,183.53,Não,"9543,56","9543,56",0,"53774,29","53774,29",0,0,0,0,2025-09-01
AM,APUí,PREF MUN DE APUI,1300144,22812960000199,204.24,Não,"10620,48",0,"10620,48","94563,12","4606,82","89956,3",0,0,0,2025-09-01
AM,ATALAIA DO NORTE,PREF MUN DE ATALAIA DO NORTE,1300201,04530713000118,204.24,Não,"45341,28",0,"45341,28","437482,08","139522,99","297959,09",0,0,0,2025-09-01
AM,AUTAZES,PREF MUN DE AUTAZES,1300300,04477642000137,175.75,Não,"149914,75",0,"149914,75",956783,0,956783,0,0,0,2025-09-01
AM,BARCELOS,PREF MUN DE BARCELOS,1300409,04271037000105,204.24,Não,"612,72",0,"612,72","13071,36",0,"13071,36",0,0,0,2025-09-01
AM,BARREIRINHA,PREF MUN DE BARREIRINHA,1300508,04283040000149,173.17,Não,"56280,25",0,"56280,25","284345,14",0,"284345,14",0,0,0,2025-09-01
AM,BENJAMIN CONSTANT,PREF MUN DE BENJAMIN CONSTANT,1300607,04243978000135,182.5,Não,18980,0,18980,"192902,5",0,"192902,5",0,0,0,2025-09-01
AM,BERURI,PREF MUN DE BERURI,1300631,04628111000106,188.71,Não,"22079,07",0,"22079,07","250984,3",0,"250984,3",0,0,0,2025-09-01
AM,BOA VISTA DO RAMOS,PREF MUN DE BOA VISTA DO RAMOS,1300680,04629283000196,173.17,Não,"52470,51",0,"52470,51","300103,61",0,"300103,61",0,0,0,2025-09-01
AM,BOCA DO ACRE,PREF MUN DE BOCA DO ACRE,1300706,15811318000120,191.22,Não,"28300,56",0,"28300,56","340562,82",0,"340562,82",0,0,0,2025-09-01
AM,BORBA,PREF MUN DE BORBA,1300805,04477568000159,204.24,Não,"43707,36",0,"43707,36","417058,08",0,"417058,08",0,0,0,2025-09-01
AM,CAAPIRANGA,PREF MUN DE CAAPIRANGA,1300839,04628046000100,173.17,Não,"27360,86",0,"27360,86","187023,6",0,"187023,6",0,0,0,2025-09-01
AM,CANUTAMA,PREF MUN DE CANUTAMA,1300904,04247441000143,193.04,Não,"2123,44",0,"2123,44","87254,08",0,"87254,08",0,0,0,2025-09-01
AM,CARAUARI,PREF MUN DE CARAUARI,1301001,04530044000184,188.71,Não,"9812,92",0,"9812,92","53782,35",0,"53782,35",0,0,0,2025-09-01
AM,CAREIRO,PREF MUN DE CAREIRO,1301100,04332995000149,176.28,Não,"110880,12",0,"110880,12","689431,08",0,"689431,08",0,0,0,2025-09-01
AM,CAREIRO DA VáRZEA,PREF MUN DE CAREIRO DA VARZEA,1301159,23006331000134,166.51,Não,"78259,7",0,"78259,7","373315,42",0,"373315,42",0,0,0,2025-09-01
AM,COARI,PREF MUN DE COARI,1301209,04262432000121,204.24,Não,"6331,44",0,"6331,44","743433,6",0,"743433,6",0,0,0,2025-09-01
AM,CODAJáS,PREF MUN DE CODAJAS,1301308,04263331000175,188.71,Não,"25287,14","21470,75","3816,39","206448,74","206448,74",0,0,0,0,2025-09-01
AM,EIRUNEPé,PREF MUN DE EIRUNEPE,1301407,04190765000192,159.92,Não,"24947,52",0,"24947,52","218290,8","3336,86","214953,94",0,0,0,2025-09-01
AM,ENVIRA,PREF MUN DE ENVIRA,1301506,04530895000127,204.24,Não,"2246,64",0,"2246,64","89865,6",0,"89865,6","816,96",0,0,2025-09-01
AM,FONTE BOA,PREF MUN DE FONTE BOA,1301605,04530101000125,188.71,Não,"45290,4",0,"45290,4","311748,92",0,"311748,92",0,0,0,2025-09-01
AM,GUAJARá,PREF MUN DE GUAJARA,1301654,22812242000112,186,Não,19344,0,19344,59520,0,59520,0,0,0,2025-09-01
AM,HUMAITá,PREF MUN DE HUMAITA,1301704,04465209000181,190.75,Não,"35479,5",0,"35479,5","423655,75",0,"423655,75",0,0,0,2025-09-01
AM,IPIXUNA,PREF MUN DE IPIXUNA,1301803,04191078000191,188.71,Não,"7359,69",0,"7359,69","67558,18",0,"67558,18",0,0,0,2025-09-01
AM,IRANDUBA,PREF MUN DE IRANDUBA,1301852,04628533000173,165.41,Não,"103215,84",0,"103215,84","579596,64","33903,33","545693,31",0,0,0,2025-09-01
AM,ITACOATIARA,PREF MUN DE ITACOATIARA,1301902,04241980000175,173.17,Não,"180962,65",0,"180962,65","1110192,87",0,"1110192,87",0,0,0,2025-09-01
AM,ITAMARATI,PREF MUN DE ITAMARATI,1301951,04628376000104,204.24,Não,0,0,0,0,0,0,0,0,0,2025-09-01
AM,ITAPIRANGA,PREF MUN DE ITAPIRANGA,1302009,04495644000159,173.17,Não,"8485,33",0,"8485,33","45370,54","5867,83","39502,71",0,0,0,2025-09-01
AM,JAPURá,PREF MUN DE JAPURA,1302108,04505509000147,188.71,Não,"27362,95",0,"27362,95","276082,73",0,"276082,73",0,0,0,2025-09-01
AM,JURUá,PREF MUN DE JURUA,1302207,04588596000143,204.24,Não,"6127,2",0,"6127,2","58208,4",0,"58208,4",0,0,0,2025-09-01
