Sigla_uf,Nome_municipio,Entidade_executora,Cod_ibge,Cnpj,Valor_per_capita,Aut_repasse_delegacao_rede,Prev_ed_infantil,Desc_ed_infantil,Vl_pagar_ed_infantil,Prev_ens_fundamental,Desc_ens_fundamental,Vl_pagar_ens_fundamental,Prev_ens_medio,Desc_ens_medio,Vl_pagar_ens_medio,Data_arquivo
BA,SãO JOSé DA VITóRIA,PREF MUN DE SAO JOSE DA VITORIA,2929354,16429268000183,156.37,Sim,"1250,96",0,"1250,96","9851,31",0,"9851,31","3283,77",0,"3283,77",2025-09-01
BA,SãO JOSé DO JACUíPE,PREF MUN DE SAO JOSE DO JACUIPE,2929370,16443632000160,158.68,Sim,"4125,68",0,"4125,68","46493,24",0,"46493,24","18089,52",0,"18089,52",2025-09-01
BA,SãO MIGUEL DAS MATAS,PREF MUN DE SAO MIGUEL DAS MATAS,2929404,13825500000104,152.51,Sim,"18148,69",0,"18148,69","143511,91",0,"143511,91","27299,29",0,"27299,29",2025-09-01
BA,SãO SEBASTIãO DO PASSé,PREF MUN DE SAO SEBASTIAO DO PASSE,2929503,13831441000187,151.02,Sim,"26730,54",0,"26730,54","225472,86",0,"225472,86","94840,56",0,"94840,56",2025-09-01
BA,SAPEAçU,PREF MUN DE SAPEACU,2929602,13696257000171,154.6,Sim,"32929,8",0,"32929,8","311828,2",0,"311828,2",9276,0,9276,2025-09-01
BA,SáTIRO DIAS,PREF MUN DE SATIRO DIAS,2929701,13648480000143,177.79,Sim,"31468,83",0,"31468,83","317177,36",0,"317177,36","77338,65",0,"77338,65",2025-09-01
BA,SAUBARA,PREF MUN DE SAUBARA,2929750,13040233000160,154,Sim,0,0,0,308,308,0,6160,"1634,19","4525,81",2025-09-01
BA,SAúDE,PREF MUN DE SAUDE,2929800,14197628000133,165.9,Sim,"7299,6",0,"7299,6","86599,8",0,"86599,8","17751,3",0,"17751,3",2025-09-01
BA,SEABRA,PREF MUN DE SEABRA,2929909,13922604000137,177.79,Sim,"64715,56",0,"64715,56","486611,23",0,"486611,23","151832,66",0,"151832,66",2025-09-01
BA,SEBASTIãO LARANJEIRAS,PREF MUN DE SEBASTIAO LARANJEIRAS,2930006,13982616000157,177.79,Sim,"6756,02",0,"6756,02","66849,04",0,"66849,04","31646,62",0,"31646,62",2025-09-01
BA,SENHOR DO BONFIM,PREF MUN DE SENHOR DO BONFIM,2930105,13988308000139,168.86,Sim,"27017,6",0,"27017,6","236910,58",0,"236910,58","55723,8",0,"55723,8",2025-09-01
BA,SENTO Sé,PREF MUN DE SENTO SE,2930204,13692736000110,177.79,Sim,"11200,77",0,"11200,77","112185,49",0,"112185,49","17067,84",0,"17067,84",2025-09-01
BA,SERRA DO RAMALHO,PREF MUN DE SERRA DO RAMALHO,2930154,16417784000198,177.79,Sim,"19912,48",0,"19912,48","166944,81",0,"166944,81","32002,2",0,"32002,2",2025-09-01
BA,SERRA DOURADA,PREF MUN DE SERRA DOURADA,2930303,14222277000173,177.79,Sim,"20268,06",0,"20268,06","143476,53",0,"143476,53","69160,31",0,"69160,31",2025-09-01
BA,SERRA PRETA,PREF MUN DE SERRA PRETA,2930402,13627823000193,168.86,Sim,"21782,94",0,"21782,94","206684,64",0,"206684,64","67037,42",0,"67037,42",2025-09-01
BA,SERRINHA,PREF MUN DE SERRINHA,2930501,13845086000103,162.92,Sim,"109319,32",0,"109319,32","621213,96",0,"621213,96","214891,48",0,"214891,48",2025-09-01
BA,SERROLâNDIA,PREF MUN DE SERROLANDIA,2930600,14196703000141,162.92,Sim,"5213,44",0,"5213,44","49527,68",0,"49527,68",36657,0,36657,2025-09-01
BA,SIMõES FILHO,PREF MUN DE SIMOES FILHO,2930709,13927827000197,151.02,Sim,"2416,32",0,"2416,32","29599,92",0,"29599,92","29750,94",0,"29750,94",2025-09-01
BA,SíTIO DO MATO,PREF MUN DE SITIO DO MATO,2930758,16417792000134,177.79,Sim,"5511,49",0,"5511,49","83916,88",0,"83916,88","29157,56",0,"29157,56",2025-09-01
BA,SíTIO DO QUINTO,PREF MUN DE SITIO DO QUINTO,2930766,13452958000165,168.86,Sim,"8274,14",0,"8274,14","100978,28",0,"100978,28","42383,86",0,"42383,86",2025-09-01
BA,SOBRADINHO,PREF MUN DE SOBRADINHO,2930774,16444804000110,171.2,Sim,"4622,4",0,"4622,4","47422,4",0,"47422,4","5649,6",0,"5649,6",2025-09-01
BA,SOUTO SOARES,PREF MUN DE SOUTO SOARES,2930808,13922554000198,168.86,Sim,"45929,92",0,"45929,92","284866,82",0,"284866,82","95405,9",0,"95405,9",2025-09-01
BA,TABOCAS DO BREJO VELHO,PREF MUN DE TABOCAS DO BREJO VELHO,2930907,13655659000128,177.79,Sim,"8889,5",0,"8889,5","123030,68","123030,68",0,"62048,71","7494,81","54553,9",2025-09-01
BA,TANHAçU,PREF MUN DE TANHACU,2931004,13676309000148,173.33,Sim,"33279,36",0,"33279,36","244915,29",0,"244915,29","81811,76",0,"81811,76",2025-09-01
BA,TANQUE NOVO,PREF MUN DE TANQUE NOVO,2931053,13225131000119,173.33,Sim,"30852,74",0,"30852,74","201236,13",0,"201236,13","71758,62",0,"71758,62",2025-09-01
BA,TANQUINHO,PREF MUN DE TANQUINHO,2931103,13627997000156,157.72,Sim,"3627,56",0,"3627,56","32490,32","115,25","32375,07","8674,6",0,"8674,6",2025-09-01
BA,TAPEROá,PREF MUN DE TAPEROA,2931202,13850342000142,159.95,Sim,"32789,75",0,"32789,75","424667,25",0,"424667,25","47025,3",0,"47025,3",2025-09-01
BA,TAPIRAMUTá,PREF MUN DE TAPIRAMUTA,2931301,13796016000102,171.1,Sim,"3764,2",0,"3764,2","63820,3",0,"63820,3","29771,4",0,"29771,4",2025-09-01
BA,TEIXEIRA DE FREITAS,PREF MUN DE TEIXEIRA DE FREITAS,2931350,13650403000128,167.08,Sim,"15371,36",0,"15371,36","100582,16",0,"100582,16","14034,72",0,"14034,72",2025-09-01
BA,TEODORO SAMPAIO,PREF MUN DE TEODORO SAMPAIO,2931400,13824248000119,153.25,Sim,"2145,5",0,"2145,5","43216,5","2966,91","40249,59","15478,25",0,"15478,25",2025-09-01
BA,TEOFILâNDIA,PREF MUN DE TEOFILANDIA,2931509,13845466000130,167.09,Sim,"61489,12",0,"61489,12","453649,35",0,"453649,35","74020,87",0,"74020,87",2025-09-01
BA,TEOLâNDIA,PREF MUN DE TEOLANDIA,2931608,14196042000154,161.93,Sim,"34491,09",0,"34491,09","228807,09",0,"228807,09","56513,57",0,"56513,57",2025-09-01
BA,TERRA NOVA,PREF MUN DE TERRA NOVA,2931707,13824511000170,151.02,Sim,"2567,34",0,"2567,34","20840,76",0,"20840,76","9061,2",0,"9061,2",2025-09-01
BA,TREMEDAL,PREF MUN DE TREMEDAL,2931806,14243463000199,177.79,Sim,"25957,34",0,"25957,34","258328,87",0,"258328,87","84983,62",0,"84983,62",2025-09-01
BA,TUCANO,PREF MUN DE TUCANO,2931905,13810312000102,177.79,Sim,"72004,95",0,"72004,95","638443,89",0,"638443,89","177256,63",0,"177256,63",2025-09-01
BA,UAUá,PREF MUN DE UAUA,2932002,13698758000197,177.79,Sim,"32535,57",0,"32535,57","251217,27",0,"251217,27","58670,7",0,"58670,7",2025-09-01
BA,UBAíRA,PREF MUN DE UBAIRA,2932101,13910690000168,168.86,Sim,"39344,38",0,"39344,38","271864,6",0,"271864,6","41201,84",0,"41201,84",2025-09-01
BA,UBAITABA,PREF MUN DE UBAITABA,2932200,16137309000168,159.94,Sim,"5597,9",0,"5597,9","37266,02",0,"37266,02","22231,66",0,"22231,66",2025-09-01
BA,UBATã,PREF MUN DE UBATA,2932309,14235253000159,154,Sim,8778,0,8778,47586,0,47586,13860,0,13860,2025-09-01
BA,UIBAí,PREF MUN DE UIBAI,2932408,14140701000130,159.95,Sim,"4318,65",0,"4318,65","62700,4",0,"62700,4","33429,55",0,"33429,55",2025-09-01
BA,UMBURANAS,PREF MUN DE UMBURANAS,2932457,16449902000140,177.79,Sim,"16356,68",0,"16356,68","144721,06",0,"144721,06","38402,64",0,"38402,64",2025-09-01
BA,UNA,PREF MUN DE UNA,2932507,13672605000170,168.86,Sim,"11313,62",0,"11313,62","124618,68",0,"124618,68","27693,04",0,"27693,04",2025-09-01
BA,URANDI,PREF MUN DE URANDI,2932606,13982632000140,171.24,Sim,"19692,6",0,"19692,6","159595,68",0,"159595,68","22432,44",0,"22432,44",2025-09-01
BA,URUçUCA,PREF MUN DE URUCUCA,2932705,14160378000167,162.92,Sim,"22808,8",0,"22808,8","154122,32",0,"154122,32","33398,6",0,"33398,6",2025-09-01
BA,UTINGA,PREF MUN DE UTINGA,2932804,13811807000156,165.89,Sim,"8128,61",0,"8128,61","79793,09",0,"79793,09","14432,43",0,"14432,43",2025-09-01
BA,VALENçA,PREF MUN DE VALENCA,2932903,14235899000136,159.95,Sim,"51343,95",0,"51343,95","559025,25",0,"557020,24","216412,35",0,"216412,35",2025-09-01
BA,VALENTE,PREF MUN DE VALENTE,2933000,13845896000151,159.95,Sim,"27351,45",0,"27351,45","206015,6",0,"206015,6","51663,85",0,"51663,85",2025-09-01
BA,VáRZEA DA ROçA,PREF MUN DE VARZEA DA ROCA,2933059,13896758000100,168.86,Sim,"14015,38",0,"14015,38","125969,56",0,"125969,56","33096,56",0,"33096,56",2025-09-01
BA,VáRZEA DO POçO,PREF MUN DE VARZEA DO POCO,2933109,13913389000108,162.18,Sim,"3405,78",0,"3405,78","31462,92",0,"31462,92","9406,44",0,"9406,44",2025-09-01
BA,VáRZEA NOVA,PREF MUN DE VARZEA NOVA,2933158,13231006000111,172.44,Sim,"8794,44",0,"8794,44","74494,08",0,"74494,08","24141,6",0,"24141,6",2025-09-01
BA,VARZEDO,PREF MUN DE VARZEDO,2933174,13460266000169,152.51,Sim,"12810,84",0,"12810,84","106604,49",0,"106604,49","43770,37",0,"43770,37",2025-09-01
BA,VERA CRUZ,PREF MUN DE VERA CRUZ,2933208,13891130000103,155.48,Sim,"43689,88",0,"43689,88","438298,12",0,"438298,12","196060,28",0,"196060,28",2025-09-01
BA,VEREDA,PREF MUN DE VEREDA,2933257,16412017000196,168.86,Sim,"3208,34",0,"3208,34","30057,08",0,"30057,08","2026,32",0,"2026,32",2025-09-01
BA,VITóRIA DA CONQUISTA,PREF MUN DE VITORIA DA CONQUISTA,2933307,14239578000100,167.88,Sim,"67991,4",0,"67991,4","849304,92","109215,46","740089,46","275658,96",0,"275658,96",2025-09-01
BA,WAGNER,PREF MUN DE WAGNER,2933406,14694517000132,162.92,Sim,"4235,92",0,"4235,92","48387,24",0,"48387,24","26881,8",0,"26881,8",2025-09-01
BA,WANDERLEY,PREF MUN DE WANDERLEY,2933455,13348479000101,177.79,Sim,"11734,14",0,"11734,14","142943,16",0,"142943,16","39113,8",0,"39113,8",2025-09-01
BA,WENCESLAU GUIMARãES,PREF MUN DE WENCESLAU GUIMARAES,2933505,13758842000159,168.86,Sim,"36473,76",0,"36473,76","390066,6",0,"390066,6","67375,14",0,"67375,14",2025-09-01
BA,XIQUE-XIQUE,PREF MUN DE XIQUE-XIQUE,2933604,13880257000127,177.79,Sim,"9956,24",0,"9956,24","169789,45",0,"169789,45","53159,21",0,"53159,21",2025-09-01
CE,ABAIARA,PREF MUN DE ABAIARA,2300101,07411531000116,161.21,Sim,"6609,61",0,"6609,61","65290,05",0,"65287,57","31758,37",0,"31758,37",2025-09-01
CE,ACARAPE,PREF MUN DE ACARAPE,2300150,23555170000138,152.29,Sim,"9594,27",0,"9594,27","45534,71",0,"45534,71","21168,31",0,"21168,31",2025-09-01
CE,ACARAú,PREF MUN DE ACARAU,2300200,07547821000191,167.57,Sim,"86130,98",0,"86130,98","586830,14",0,"586830,14","176618,78",0,"176618,78",2025-09-01
CE,ACOPIARA,PREF MUN DE ACOPIARA,2300309,07847379000119,176.05,Sim,"85208,2",0,"85208,2","448399,35",0,"448399,35","135558,5",0,"135558,5",2025-09-01
CE,AIUABA,PREF MUN DE AIUABA,2300408,07568231000145,176.05,Sim,"29928,5",0,"29928,5","164078,6",0,"164078,6","48413,75",0,"48413,75",2025-09-01
CE,ALCâNTARAS,PREF MUN DE ALCANTARAS,2300507,07598626000190,157.67,Sim,"10406,22",0,"10406,22","118883,18",0,"118883,18","36894,78",0,"36894,78",2025-09-01
CE,ALTANEIRA,PREF MUN DE ALTANEIRA,2300606,07385503000171,161.2,Sim,"15475,2",0,"15475,2","64641,2",0,"64641,2","9994,4",0,"9994,4",2025-09-01
CE,ALTO SANTO,PREF MUN DE ALTO SANTO,2300705,07891666000126,176.05,Sim,"15492,4",0,"15492,4","114080,4",0,"114080,4","38907,05",0,"38907,05",2025-09-01
CE,AMONTADA,PREF MUN DE AMONTADA,2300754,06582449000191,176.05,Sim,"86088,45",0,"86088,45","578852,4",0,"578852,4","194535,25",0,"194535,25",2025-09-01
CE,ANTONINA DO NORTE,PREF MUN DE ANTONINA DO NORTE,2300804,07594500000148,168.98,Sim,"4562,46",0,"4562,46","51538,9",0,"51538,9","17742,9",0,"17742,9",2025-09-01
CE,APUIARéS,PREF MUN DE APUIARES,2300903,07438468000101,167.57,Sim,"10892,05",0,"10892,05","110261,06",0,"110261,06","53119,69",0,"53119,69",2025-09-01
CE,AQUIRAZ,PREF MUN DE AQUIRAZ,2301000,07911696000157,150.59,Não,75295,0,75295,"741655,75",0,"741655,75",0,0,0,2025-09-01
CE,ARACATI,PREF MUN DE ARACATI,2301109,07684756000146,167.57,Sim,"38205,96",0,"38205,96","287550,12",0,"287550,12","191867,65",0,"191867,65",2025-09-01
CE,ARACOIABA,PREF MUN DE ARACOIABA,2301208,07387392000132,167.57,Não,"51779,13",0,"51779,13","287047,41",0,"287047,41",0,0,0,2025-09-01
CE,ARARENDá,PREF MUN DE ARARENDA,2301257,23718356000160,169.26,Sim,"17772,3",0,"17772,3","136931,34","1482,89","135448,45","42145,74",0,"42145,74",2025-09-01
CE,ARARIPE,PREF MUN DE ARARIPE,2301307,07539984000122,176.05,Sim,"34153,7",0,"34153,7","265131,3",0,"265131,3","49998,2",0,"49998,2",2025-09-01
CE,ARATUBA,PREF MUN DE ARATUBA,2301406,07387525000170,160.78,Sim,"30548,2",0,"30548,2","174124,74",0,"174124,74","62382,64",0,"62382,64",2025-09-01
CE,ARNEIROZ,PREF MUN DE ARNEIROZ,2301505,06748297000154,176.05,Sim,"5633,6",0,"5633,6","51582,65",0,"51582,65","33449,5",0,"33449,5",2025-09-01
CE,ASSARé,PREF MUN DE ASSARE,2301604,07587983000153,176.05,Sim,"31865,05",0,"31865,05",186613,0,186613,"53871,3",0,"53871,3",2025-09-01
CE,AURORA,PREF MUN DE AURORA,2301703,07978042000140,167.57,Não,"34184,28",0,"34184,28","224208,66",0,"224208,66",0,0,0,2025-09-01
CE,BAIXIO,PREF MUN DE BAIXIO,2301802,07520224000173,159.24,Sim,"4299,48",0,"4299,48","39650,76",0,"39650,76","17994,12",0,"17994,12",2025-09-01
CE,BANABUIú,PREF MUN DE BANABUIU,2301851,23444672000191,176.05,Sim,"27639,85",0,"27639,85","201049,1",0,"201049,1","74293,1",0,"74293,1",2025-09-01
CE,BARBALHA,PREF MUN DE BARBALHA,2301901,06740278000181,161.48,Sim,36333,0,36333,"296638,76",0,"296638,76","128215,12",0,"128215,12",2025-09-01
CE,BARREIRA,PREF MUN DE BARREIRA,2301950,12459632000105,159.08,Sim,"39133,68",0,"39133,68","257391,44",0,"257391,44","100856,72",0,"100856,72",2025-09-01
CE,BARRO,PREF MUN DE BARRO,2302008,07620396000119,167.57,Sim,"20611,11",0,"20611,11","138412,82",0,"138412,82","29157,18",0,"29157,18",2025-09-01
CE,BARROQUINHA,PREF MUN DE BARROQUINHA,2302057,23478597000180,161,Sim,16583,0,16583,128317,0,128317,51198,0,51198,2025-09-01
CE,BATURITé,PREF MUN DE BATURITE,2302107,07387343000108,158.14,Não,"19134,94",0,"19134,94","176326,1",0,"176326,1",0,0,0,2025-09-01
CE,BEBERIBE,PREF MUN DE BEBERIBE,2302206,07528292000189,176.05,Não,"91898,1",0,"91898,1",619696,0,619696,0,0,0,2025-09-01
CE,BELA CRUZ,PREF MUN DE BELA CRUZ,2302305,07566045000177,167.57,Sim,"41724,93",0,"41724,93","252025,28",0,"252025,28","73730,8",0,"73730,8",2025-09-01
CE,BOA VIAGEM,PREF MUN DE BOA VIAGEM,2302404,07963515000136,176.05,Sim,52815,0,52815,"450511,95",0,"450511,95","141016,05",0,"141016,05",2025-09-01
CE,BREJO SANTO,PREF MUN DE BREJO SANTO,2302503,07620701000172,163.01,Sim,"61780,79",0,"61780,79","361230,16",0,"361230,16","105467,47",0,"105467,47",2025-09-01
CE,CAMOCIM,PREF MUN DE CAMOCIM,2302602,07660350000123,167.57,Sim,100542,0,100542,"404178,84",0,"404178,84","161202,34",0,"161202,34",2025-09-01
CE,CAMPOS SALES,PREF MUN DE CAMPOS SALES,2302701,07416704000199,168.43,Sim,"16169,28",0,"16169,28","151755,43",0,"151755,43","46991,97",0,"46991,97",2025-09-01
CE,CANINDé,PREF MUN DE CANINDE,2302800,07963259000187,176.05,Não,"67779,25",0,"67779,25","521636,15",0,"521636,15",0,0,0,2025-09-01
CE,CAPISTRANO,PREF MUN DE CAPISTRANO,2302909,07063589000116,159.08,Não,"26407,28",0,"26407,28","204576,88",0,"204576,88",0,0,0,2025-09-01
CE,CARIDADE,PREF MUN DE CARIDADE,2303006,07707094000182,167.57,Sim,"12567,75",0,"12567,75","104060,97",0,"104060,97","25805,78",0,"25805,78",2025-09-01
CE,CARIRé,PREF MUN DE CARIRE,2303105,07598600000142,176.05,Sim,"17252,9",0,"17252,9","117425,35","17252,9","100172,45","82567,45",0,"82567,45",2025-09-01
CE,CARIRIAçU,PREF MUN DE CARIRIACU,2303204,06738132000100,167.57,Sim,"43233,06",0,"43233,06","269452,56",0,"269452,56","95179,76",0,"95179,76",2025-09-01
CE,CARIúS,PREF MUN DE CARIUS,2303303,07540180000143,176.05,Sim,28168,0,28168,"172352,95",0,"172352,95","46125,1",0,"46125,1",2025-09-01
CE,CARNAUBAL,PREF MUN DE CARNAUBAL,2303402,07732670000141,166.61,Sim,"17827,27",0,"17827,27","131955,12",0,"131955,12","49149,95",0,"49149,95",2025-09-01
CE,CASCAVEL,PREF MUN DE CASCAVEL,2303501,07589369000120,158.02,Não,"55939,08",0,"55939,08","390467,42",0,"390467,42",0,0,0,2025-09-01
CE,CATARINA,PREF MUN DE CATARINA,2303600,07540925000174,173.93,Sim,"6435,41",0,"6435,41","64528,03",0,"64528,03","23828,41",0,"23828,41",2025-09-01
CE,CATUNDA,PREF MUN DE CATUNDA,2303659,35049097000101,172.66,Sim,"27280,28",0,"27280,28","184573,54",0,"184573,54","34186,68",0,"34186,68",2025-09-01
CE,CAUCAIA,PREF MUN DE CAUCAIA,2303709,07616162000106,159.07,Sim,"93055,95",0,"93055,95","660776,78",0,"660776,78","154616,04",0,"154616,04",2025-09-01
CE,CEDRO,PREF MUN DE CEDRO,2303808,07812241000184,168.98,Sim,"22474,34",0,"22474,34","201762,12",0,"201762,12","49004,2",0,"49004,2",2025-09-01
CE,CHAVAL,PREF MUN DE CHAVAL,2303907,07146301000177,161.7,Sim,"8246,7",0,"8246,7","61769,4",0,"61768,35",29106,0,29106,2025-09-01
CE,CHORó,PREF MUN DE CHORO,2303931,63386627000142,176.05,Sim,"29400,35",0,"29400,35","196119,7",0,"196119,7","59328,85",0,"59328,85",2025-09-01
CE,CHOROZINHO,PREF MUN DE CHOROZINHO,2303956,23555279000175,159.08,Não,"34520,36",0,"34520,36","210303,76",0,"210303,76",0,0,0,2025-09-01
CE,COREAú,PREF MUN DE COREAU,2304004,07598618000144,167.57,Sim,"15416,44",0,"15416,44","129196,47",0,"129196,47","59990,06",0,"59990,06",2025-09-01
CE,CRATEúS,PREF MUN DE CRATEUS,2304103,07982036000167,176.15,Sim,"64647,05",0,"64647,05","441960,35",0,"441960,35","124714,2",0,"124714,2",2025-09-01
CE,CRATO,PREF MUN DE CRATO,2304202,07587975000107,160.7,Sim,"59137,6",0,"59137,6","466190,7","172208,6","293982,1","168574,3",0,"168574,3",2025-09-01
CE,CROATá,PREF MUN DE CROATA,2304236,10462349000107,169.96,Sim,"23624,44",0,"23624,44","179307,8",0,"179307,8","60165,84",0,"60165,84",2025-09-01
CE,CRUZ,PREF MUN DE CRUZ,2304251,07663917000115,163.32,Sim,"47362,8",0,"47362,8","260495,4",0,"260495,4","94235,64",0,"94235,64",2025-09-01
CE,DEPUTADO IRAPUAN PINHEIRO,PREF MUN DE DEPUTADO IRAPUAN PINHEIRO,2304269,12464103000191,170.39,Sim,"11756,91",0,"11756,91","96270,35",0,"96270,35","33907,61",0,"33907,61",2025-09-01
CE,ERERê,PREF MUN DE ERERE,2304277,12465068000125,159.08,Sim,"9385,72",0,"9385,72","48678,48",0,"48678,48","15112,6",0,"15112,6",2025-09-01
CE,EUSéBIO,PREF MUN DE EUSEBIO,2304285,23563067000130,150.59,Sim,0,0,0,"451,77","451,77",0,"3463,57","2033,87","1429,7",2025-09-01
CE,FARIAS BRITO,PREF MUN DE FARIAS BRITO,2304301,07595572000100,164.74,Sim,"26523,14",0,"26523,14","204442,34",0,"204442,34","77427,8",0,"77427,8",2025-09-01
CE,FORQUILHA,PREF MUN DE FORQUILHA,2304350,07673106000103,161.2,Sim,"13218,4",0,"13218,4","101717,2",0,"101717,2","64318,8",0,"64318,8",2025-09-01
CE,FORTALEZA,PREF MUN DE FORTALEZA,2304400,07954605000160,168.11,Sim,0,0,0,"2353,54","2336,88","16,66","10422,82",0,"10422,82",2025-09-01
CE,FORTIM,PREF MUN DE FORTIM,2304459,35050756000120,164.74,Sim,"11202,32",0,"11202,32","78580,98",0,"78580,98","21745,68",0,"21745,68",2025-09-01
CE,FRECHEIRINHA,PREF MUN DE FRECHEIRINHA,2304509,07598592000134,161.21,Sim,"8060,5",0,"8060,5",80605,0,80605,"37400,72",0,"37400,72",2025-09-01
CE,GENERAL SAMPAIO,PREF MUN DE GENERAL SAMPAIO,2304608,07438591000122,169.26,Sim,"13371,54",0,"13371,54",101556,0,101556,"31143,84",0,"31143,84",2025-09-01
CE,GRAçA,PREF MUN DE GRACA,2304657,23467889000117,159.08,Sim,"11294,68",0,"11294,68","125514,12",0,"125514,12","61563,96",0,"61563,96",2025-09-01
CE,GRANJA,PREF MUN DE GRANJA,2304707,07827165000180,176.05,Sim,"74469,15",0,"74469,15","571106,2",0,"571106,2","186965,1",0,"186965,1",2025-09-01
CE,GRANJEIRO,PREF MUN DE GRANJEIRO,2304806,41342098000142,163.33,Sim,"14863,03",0,"14863,03","87054,89","87054,89",0,"26296,13","19628,37","6667,76",2025-09-01
CE,GROAíRAS,PREF MUN DE GROAIRAS,2304905,07598709000180,164.17,Sim,"11984,41",0,"11984,41","67638,04",0,"67638,04","31028,13",0,"31028,13",2025-09-01
CE,GUAIúBA,PREF MUN DE GUAIUBA,2304954,12359535000132,150.59,Sim,"12950,74",0,"12950,74","72283,2",0,"72283,2","27106,2",0,"27106,2",2025-09-01
CE,GUARACIABA DO NORTE,PREF MUN DE GUARACIABA DO NORTE,2305001,07569205000131,167.57,Sim,"55633,24",0,"55633,24","378205,49",0,"378205,49","141261,51",0,"141261,51",2025-09-01
CE,GUARAMIRANGA,PREF MUN DE GUARAMIRANGA,2305100,07606478000109,153.98,Sim,"13858,2",0,"13858,2","91618,1",0,"91618,1","19863,42",0,"19863,42",2025-09-01
CE,HIDROLâNDIA,PREF MUN DE HIDROLANDIA,2305209,07707680000127,167.57,Sim,"20108,4",0,"20108,4","123331,52",0,"123331,52","26643,63",0,"26643,63",2025-09-01
CE,HORIZONTE,PREF MUN DE HORIZONTE,2305233,23555196000186,150.59,Sim,"16715,49",0,"16715,49","171220,83",0,"171220,83","97281,14",0,"97281,14",2025-09-01
CE,IBARETAMA,PREF MUN DE IBARETAMA,2305266,23444680000138,176.05,Sim,"23942,8",0,"23942,8","215837,3",0,"215837,3","75173,35",0,"75173,35",2025-09-01
CE,IBIAPINA,PREF MUN DE IBIAPINA,2305308,07523186000102,161.27,Sim,"25319,39",0,"25319,39","208844,65",0,"208844,65","66765,78",0,"66765,78",2025-09-01
CE,IBICUITINGA,PREF MUN DE IBICUITINGA,2305332,12461646000155,170.39,Sim,"23343,43",0,"23343,43","153180,61",0,"153180,61","55035,97",0,"55035,97",2025-09-01
CE,ICAPUí,PREF MUN DE ICAPUI,2305357,10393593000157,167.57,Sim,"55968,38",0,"55968,38",318383,0,318383,"71887,53",0,"71887,53",2025-09-01
CE,ICó,PREF MUN DE ICO,2305407,07669682000179,176.05,Sim,49294,0,49294,"430442,25",0,"430442,25","181859,65",0,"181859,65",2025-09-01
CE,IGUATU,PREF MUN DE IGUATU,2305506,07810468000190,168.62,Sim,"62726,64",0,"62726,64","403507,66",0,"403507,66","135233,24",0,"135233,24",2025-09-01
CE,INDEPENDêNCIA,PREF MUN DE INDEPENDENCIA,2305605,07982028000110,176.05,Sim,"15140,3",0,"15140,3","164958,85",0,"164958,85","61969,6",0,"61969,6",2025-09-01
CE,IPAPORANGA,PREF MUN DE IPAPORANGA,2305654,10462364000147,176.05,Sim,"29400,35",0,"29400,35","161261,8",0,"161261,8","53519,2",0,"53519,2",2025-09-01
CE,IPAUMIRIM,PREF MUN DE IPAUMIRIM,2305704,07520141000184,159.08,Sim,"13839,96",0,"13839,96","84948,72",0,"84948,72","20521,32",0,"20521,32",2025-09-01
CE,IPU,PREF MUN DE IPU,2305803,07679723000108,167.57,Sim,"36530,26",0,"36530,26","266939,01",0,"266939,01","96520,32",0,"96520,32",2025-09-01
CE,IPUEIRAS,PREF MUN DE IPUEIRAS,2305902,07680846000169,176.05,Sim,"47885,6",0,"47885,6","449103,55",0,"449103,55","93658,6",0,"93658,6",2025-09-01
CE,IRACEMA,PREF MUN DE IRACEMA,2306009,07891658000180,166.15,Sim,"6479,85",0,"6479,85","55494,1",0,"55494,1","26750,15",0,"26750,15",2025-09-01
CE,IRAUçUBA,PREF MUN DE IRAUCUBA,2306108,07683188000169,176.05,Sim,"19013,4",0,"19013,4","142776,55",0,"142776,55","68307,4",0,"68307,4",2025-09-01
CE,ITAIçABA,PREF MUN DE ITAICABA,2306207,07403769000108,161.21,Sim,"7899,29",0,"7899,29","48040,58",0,"48040,58","21440,93",0,"21440,93",2025-09-01
CE,ITAITINGA,PREF MUN DE ITAITINGA,2306256,41563628000182,150.59,Sim,"40508,71",0,"40508,71","216397,83",0,"216397,83","28913,28",0,"28913,28",2025-09-01
CE,ITAPAGé,PREF MUN DE ITAPAGE,2306306,07683956000184,166.36,Sim,"29778,44",0,"29778,44","219927,92",0,"209864,18","100148,72",0,"100148,72",2025-09-01
CE,ITAPIPOCA,PREF MUN DE ITAPIPOCA,2306405,07623077000167,176.05,Não,"162318,1",0,"162318,1","1078306,25",0,"1078306,25",0,0,0,2025-09-01
CE,ITAPIúNA,PREF MUN DE ITAPIUNA,2306504,07387509000188,167.57,Não,"22621,95",0,"22621,95","165224,02",0,"165224,02",0,0,0,2025-09-01
CE,ITAREMA,PREF MUN DE ITAREMA,2306553,07663941000154,170.4,Sim,"66626,4",0,"66626,4",480528,0,480528,"194937,6",0,"194937,6",2025-09-01
CE,ITATIRA,PREF MUN DE ITATIRA,2306603,07963739000148,173.93,Sim,"54614,02",0,"54614,02","357078,29",0,"357078,29","103662,28",0,"103662,28",2025-09-01
CE,JAGUARETAMA,PREF MUN DE JAGUARETAMA,2306702,07442825000105,176.05,Sim,"22358,35",0,"22358,35","141896,3",0,"141896,3","48413,75",0,"48413,75",2025-09-01
